ID,HinhAnh,HangXe,DongXe,NamSX,XuatXu,KieuDang,SoKm,NgoaiThat,NoiThat,NhienLieu,DongCo,HopSo,DanDong,Gia
1,https://s.bonbanh.com/uploads/users/427917/car/4368671/m_1651824601.694.jpg,Hyundai,SantaFe,2015,Lắp ráp trong nước,SUV,75000,Đen,Đen,Xăng,2.4,Số tự động,4WD - Dẫn động 4 bánh,735000000
2,https://s.bonbanh.com/uploads/users/629263/car/4392442/m_1653017647.192.jpg,Honda,City,2018,Lắp ráp trong nước,Sedan,134000,Trắng,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,475000000
3,https://s.bonbanh.com/uploads/users/104296/car/4528918/m_1660189603.809.jpg,Hyundai,Kona,2021,Lắp ráp trong nước,Crossover,28000,Trắng,Ghi,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,620000000
4,https://s.bonbanh.com/uploads/users/577335/car/4455451/m_1656303137.341.jpg,Ford,Ranger,2016,Nhập khẩu,Bán tải / Pickup,90000,Cam,Đen,Dầu,3.2,Số tự động,4WD - Dẫn động 4 bánh,715000000
5,https://s.bonbanh.com/uploads/users/629263/car/4548263/m_1661237842.405.jpg,Ford,Ranger,2018,Nhập khẩu,Bán tải / Pickup,124000,Đồng,Đen,Dầu,2.2,Số tay,RFD - Dẫn động cầu sau,555000000
6,https://s.bonbanh.com/uploads/users/154454/car/4405928/m_1653710601.366.jpeg,Mercedes Benz,E class,2017,Lắp ráp trong nước,Sedan,30000,Trắng,Nâu,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1499000000
7,https://s.bonbanh.com/uploads/users/577335/car/4552722/m_1661482254.337.jpg,Toyota,Camry,2007,Nhập khẩu,Sedan,150000,Đen,Kem,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,388000000
8,https://s.bonbanh.com/uploads/users/125479/car/4559323/m_1661837768.591.jpeg,Hyundai,Tucson,2021,Lắp ráp trong nước,Crossover,17000,Trắng,Kem,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,800000000
9,https://s.bonbanh.com/uploads/users/659379/car/4561209/m_1661930342.815.jpg,Honda,City,2018,Lắp ráp trong nước,Sedan,56000,Trắng,Kem,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,475000000
10,https://s.bonbanh.com/uploads/users/594173/car/4570743/m_1662478501.111.jpeg,Mazda,CX5,2020,Lắp ráp trong nước,SUV,36000,Đỏ,Đen,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,890000000
11,https://s.bonbanh.com/uploads/users/516393/car/4467849/m_1656984710.976.jpeg,Ford,Ranger,2018,Nhập khẩu,Bán tải / Pickup,53000,Đen,Đen,Dầu,3.2,Số tự động,4WD - Dẫn động 4 bánh,879000000
12,https://s.bonbanh.com/uploads/users/75508/car/4575410/m_1662709455.855.jpeg,Mazda,3,2022,Lắp ráp trong nước,Sedan,3200,Xám,Xám,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,760000000
13,https://s.bonbanh.com/uploads/users/8969/car/4542278/m_1660899173.191.jpg,Honda,CRV,2020,Nhập khẩu,SUV,38000,Đỏ,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,995000000
14,https://s.bonbanh.com/uploads/users/113676/car/4583557/m_1663128568.755.jpeg,Mazda,BT50,2016,Nhập khẩu,Bán tải / Pickup,90000,Đồng,Đen,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,482000000
15,https://s.bonbanh.com/uploads/users/594173/car/4570743/m_1662478501.111.jpeg,Mazda,CX5,2020,Lắp ráp trong nước,SUV,36000,Đỏ,Đen,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,890000000
16,https://s.bonbanh.com/uploads/users/363874/car/4601093/m_1663989519.114.jpg,Hyundai,SantaFe,2019,Lắp ráp trong nước,SUV,56000,Đỏ,Nâu,Xăng,2.4,Số tự động,AWD - 4 bánh toàn thời gian,1030000000
17,https://s.bonbanh.com/uploads/users/92726/car/4596478/m_1663751791.275.jpg,Mitsubishi,Outlander,2016,Nhập khẩu,SUV,69000,Trắng,Kem,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,670000000
18,https://s.bonbanh.com/uploads/users/516393/car/4467849/m_1656984710.976.jpeg,Ford,Ranger,2018,Nhập khẩu,Bán tải / Pickup,53000,Đen,Đen,Dầu,3.2,Số tự động,4WD - Dẫn động 4 bánh,879000000
19,https://s.bonbanh.com/uploads/users/75508/car/4575410/m_1662709455.855.jpeg,Mazda,3,2022,Lắp ráp trong nước,Sedan,3200,Xám,Xám,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,760000000
20,https://s.bonbanh.com/uploads/users/42334/car/4614654/m_1664692135.720.jpeg,Hyundai,i20,2010,Nhập khẩu,Hatchback,79000,Đen,Kem,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,255000000
21,https://s.bonbanh.com/uploads/users/8969/car/4542278/m_1660899173.191.jpg,Honda,CRV,2020,Nhập khẩu,SUV,38000,Đỏ,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,995000000
22,https://s.bonbanh.com/uploads/users/113676/car/4583557/m_1663128568.755.jpeg,Mazda,BT50,2016,Nhập khẩu,Bán tải / Pickup,90000,Đồng,Đen,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,482000000
23,https://s.bonbanh.com/uploads/users/202244/car/4608251/m_1664351358.474.jpeg,Mercedes Benz,CLA class,2015,Nhập khẩu,Sedan,22000,Xanh,Đen,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,845000000
24,https://s.bonbanh.com/uploads/users/543668/car/3901465/m_1663661121.319.jpeg,LandRover,Range Rover,2015,Nhập khẩu,SUV,38000,Đen,Nâu,Xăng,5,Số tự động,AWD - 4 bánh toàn thời gian,5090000000
25,https://s.bonbanh.com/uploads/users/641209/car/4608789/m_1664371654.846.jpeg,Chevrolet,Trailblazer,2018,Nhập khẩu,SUV,35000,Trắng,Đen,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,718000000
26,https://s.bonbanh.com/uploads/users/295303/car/4413411/m_1654098363.120.jpeg,Honda,CRV,2015,Lắp ráp trong nước,SUV,65000,Ghi,Đen,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,675000000
27,https://s.bonbanh.com/uploads/users/72949/car/4413675/m_1654135823.130.jpg,Kia,Sorento,2021,Lắp ráp trong nước,SUV,12345,Trắng,Kem,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,1299000000
28,https://s.bonbanh.com/uploads/users/295303/car/4444028/m_1655705562.957.jpeg,Honda,CRV,2019,Nhập khẩu,SUV,25000,Đỏ,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,970000000
29,https://s.bonbanh.com/uploads/users/72949/car/4436919/m_1655343169.381.jpg,VinFast,Fadil,2021,Lắp ráp trong nước,Hatchback,5555,Đỏ,Đen,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,389000000
30,https://s.bonbanh.com/uploads/users/90213/car/4619765/m_1664941932.512.jpg,Lexus,LX,2016,Nhập khẩu,SUV,58000,Vàng,Kem,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,6500000000
31,https://s.bonbanh.com/uploads/users/641209/car/4586073/m_1663237163.929.jpeg,Kia,Morning,2013,Nhập khẩu,Van/Minivan,60000,Trắng,Ghi,Xăng,1,Số tự động,FWD - Dẫn động cầu trước,235000000
32,https://s.bonbanh.com/uploads/users/122344/car/4612633/m_1664587469.824.jpeg,Ford,Ranger,2019,Nhập khẩu,Bán tải / Pickup,48000,Bạc,Màu khác,Dầu,2.2,Số tay,RFD - Dẫn động cầu sau,588000000
33,https://s.bonbanh.com/uploads/users/641209/car/4579451/m_1662948748.736.jpeg,Mazda,BT50,2021,Nhập khẩu,Bán tải / Pickup,9000,Đen,Đen,Dầu,1.9,Số tự động,4WD - Dẫn động 4 bánh,815000000
34,https://s.bonbanh.com/uploads/users/641209/car/4609153/m_1664415201.680.jpeg,Mitsubishi,Triton,2020,Nhập khẩu,Bán tải / Pickup,10000,Cam,Đen,Dầu,2.4,Số tự động,4WD - Dẫn động 4 bánh,818000000
35,https://s.bonbanh.com/uploads/users/122344/car/4605240/m_1664199801.649.jpeg,Ford,Everest,2013,Lắp ráp trong nước,SUV,88000,Đen,Xám,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,475000000
36,https://s.bonbanh.com/uploads/users/104056/car/4537274/m_1660641127.575.jpeg,Lexus,RX,2019,Nhập khẩu,SUV,29000,Đen,Nâu,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,3999000000
37,https://s.bonbanh.com/uploads/users/643540/car/4443740/m_1655696627.953.jpeg,Toyota,Innova,2019,Lắp ráp trong nước,Crossover,86000,Cát,Nâu,Xăng,2,Số tay,RFD - Dẫn động cầu sau,615000000
38,https://s.bonbanh.com/uploads/users/438620/car/4436005/m_1655280375.246.jpg,Hyundai,SantaFe,2020,Lắp ráp trong nước,SUV,20000,Trắng,Đỏ,Xăng,2.4,Số tự động,AWD - 4 bánh toàn thời gian,1150000000
39,https://s.bonbanh.com/uploads/users/122344/car/4596316/m_1663748092.664.jpeg,Ford,Ranger,2016,Nhập khẩu,Bán tải / Pickup,92000,Trắng,Xám,Dầu,2.2,Số tay,RFD - Dẫn động cầu sau,498000000
40,https://s.bonbanh.com/uploads/users/140784/car/4536923/m_1660633053.131.jpg,Mercedes Benz,GLC,2018,Lắp ráp trong nước,SUV,28000,Đen,Nâu,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,1660000000
41,https://s.bonbanh.com/uploads/users/660653/car/4611443/m_1664516458.271.jpg,Hyundai,Tucson,2016,Nhập khẩu,Crossover,60000,Trắng,Ghi,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,735000000
42,https://s.bonbanh.com/uploads/users/59140/car/4412745/m_1654072925.605.jpg,Isuzu,Dmax,2016,Nhập khẩu,Bán tải / Pickup,96000,Trắng,Nhiều màu,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,519000000
43,https://s.bonbanh.com/uploads/users/557682/car/4611664/m_1664522747.177.jpg,Mitsubishi,Xpander,2019,Nhập khẩu,SUV,40000,Trắng,Nhiều màu,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,559000000
44,https://s.bonbanh.com/uploads/users/557682/car/4581423/m_1663035829.785.jpg,Ford,Escape,2013,Lắp ráp trong nước,SUV,100000,Ghi,Đen,Xăng,2.3,Số tự động,FWD - Dẫn động cầu trước,385000000
45,https://s.bonbanh.com/uploads/users/59140/car/4456922/m_1656383316.307.jpg,Hyundai,i10,2019,Lắp ráp trong nước,Hatchback,68000,Bạc,Nhiều màu,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,379000000
46,https://s.bonbanh.com/uploads/users/122344/car/4605068/m_1664192577.339.jpeg,Ford,Ranger,2010,Nhập khẩu,Bán tải / Pickup,125000,Đen,Đen,Dầu,2.5,Số tay,4WD - Dẫn động 4 bánh,348000000
47,https://s.bonbanh.com/uploads/users/379060/car/4604709/m_1664180813.124.jpg,Ford,Ranger,2016,Nhập khẩu,Bán tải / Pickup,92000,Trắng,Đen,Dầu,2.2,Số tay,RFD - Dẫn động cầu sau,510000000
48,https://s.bonbanh.com/uploads/users/198545/car/4604140/m_1664164174.110.jpg,Honda,CRV,2019,Nhập khẩu,SUV,30000,Trắng,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,940000000
49,https://s.bonbanh.com/uploads/users/506015/car/4498748/m_1658585928.106.jpeg,Mercedes Benz,GLC,2018,Lắp ráp trong nước,SUV,45000,Đen,Nâu,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,1730000000
50,https://s.bonbanh.com/uploads/users/528797/car/4536322/m_1660615280.135.jpg,Mitsubishi,Triton,2016,Nhập khẩu,Bán tải / Pickup,88000,Bạc,Ghi,Dầu,2.4,Số tự động,4WD - Dẫn động 4 bánh,605000000
51,https://s.bonbanh.com/uploads/users/124158/car/4385671/m_1652686522.391.jpeg,Chevrolet,Orlando,2017,Lắp ráp trong nước,SUV,65826,Đen,Đen,Xăng,1.8,Số tay,FWD - Dẫn động cầu trước,375000000
52,https://s.bonbanh.com/uploads/users/641573/car/4483041/m_1657852767.jpg,Toyota,Fortuner,2021,Lắp ráp trong nước,SUV,1000,Trắng,Đen,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,1265000000
53,https://s.bonbanh.com/uploads/users/635174/car/4601450/m_1664001417.772.jpeg,Toyota,Vios,2018,Lắp ráp trong nước,Sedan,68000,Trắng,Nhiều màu,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,399000000
54,https://s.bonbanh.com/uploads/users/524455/car/4548030/m_1661229284.122.jpg,Toyota,Innova,2019,Lắp ráp trong nước,Crossover,50000,Xám,Nâu,Xăng,2,Số tay,RFD - Dẫn động cầu sau,659000000
55,https://s.bonbanh.com/uploads/users/646780/car/4456773/m_1656379175.296.jpeg,Kia,Cerato,2018,Lắp ráp trong nước,Sedan,55000,Trắng,Kem,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,520000000
56,https://s.bonbanh.com/uploads/users/516354/car/4593340/m_1663602840.154.jpeg,Hyundai,Accent,2019,Lắp ráp trong nước,Sedan,40000,Vàng,Kem,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,485000000
57,https://s.bonbanh.com/uploads/users/81619/car/4587644/m_1663316352.906.jpg,Mercedes Benz,S class,2022,Nhập khẩu,Sedan,1000,Xanh,Đen,Xăng,3,Số tự động,RFD - Dẫn động cầu sau,5150000000
58,https://s.bonbanh.com/uploads/users/93005/car/4597306/m_1663810695.223.jpg,Ford,Ranger,2017,Nhập khẩu,Bán tải / Pickup,58000,Đỏ,Nhiều màu,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,630000000
59,https://s.bonbanh.com/uploads/users/93005/car/4597306/m_1663810695.223.jpg,Ford,Ranger,2017,Nhập khẩu,Bán tải / Pickup,58000,Đỏ,Nhiều màu,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,630000000
60,https://s.bonbanh.com/uploads/users/543668/car/4158128/m_1661649615.919.jpeg,Mercedes Benz,E class,2017,Lắp ráp trong nước,Sedan,37000,Trắng,Nâu,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1870000000
61,https://s.bonbanh.com/uploads/users/349809/car/4614650/m_1664691759.556.jpeg,Hyundai,SantaFe,2019,Lắp ráp trong nước,SUV,36000,Đen,Đen,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,1095000000
62,https://s.bonbanh.com/uploads/users/75165/car/4548471/m_1661243529.198.jpg,Lexus,RX,2009,Nhập khẩu,SUV,110000,Vàng,Kem,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,1060000000
63,https://s.bonbanh.com/uploads/users/40409/car/4522155/m_1659837262.340.jpeg,Mercedes Benz,C class,2017,Lắp ráp trong nước,Sedan,41000,Trắng,Kem,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1080000000
64,https://s.bonbanh.com/uploads/users/293707/car/4402256/m_1653531544.693.jpeg,Mazda,3,2015,Lắp ráp trong nước,Sedan,60000,Trắng,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,510000000
65,https://s.bonbanh.com/uploads/users/39022/car/4431695/m_1655085940.441.jpg,Hyundai,SantaFe,2013,Nhập khẩu,SUV,100000,Bạc,Đen,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,735000000
66,https://s.bonbanh.com/uploads/users/198545/car/4611819/m_1664526372.552.jpg,Ford,Focus,2018,Lắp ráp trong nước,Sedan,30000,Trắng,Kem,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,560000000
67,https://s.bonbanh.com/uploads/users/76401/car/4420660/m_1654500257.654.jpeg,Ford,Ranger,2021,Nhập khẩu,Bán tải / Pickup,1700,Vàng,Đen,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,739000000
68,https://s.bonbanh.com/uploads/users/374658/car/4572140/m_1662545723.658.jpg,Ford,Ranger,2019,Nhập khẩu,Bán tải / Pickup,38000,Bạc,Đen,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,655000000
69,https://s.bonbanh.com/uploads/users/164904/car/4550784/m_1661353979.137.jpg,Mercedes Benz,CLA class,2015,Nhập khẩu,Sedan,82000,Trắng,Đen,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,1030000000
70,https://s.bonbanh.com/uploads/users/183306/car/4604040/m_1664162275.141.jpeg,Kia,Carens,2009,Lắp ráp trong nước,Crossover,126852,Đen,Ghi,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,258000000
71,https://s.bonbanh.com/uploads/users/164904/car/4573199/m_1662697262.jpg,Toyota,Fortuner,2009,Lắp ráp trong nước,SUV,120000,Ghi,Kem,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,475000000
72,https://s.bonbanh.com/uploads/users/572372/car/4612833/m_1664593393.184.jpg,Mazda,CX5,2018,Lắp ráp trong nước,SUV,56000,Trắng,Đen,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,799000000
73,https://s.bonbanh.com/uploads/users/164904/car/4607072/m_1664286906.104.jpg,Ford,EcoSport,2017,Lắp ráp trong nước,SUV,50000,Trắng,Ghi,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,459000000
74,https://s.bonbanh.com/uploads/users/164904/car/4573199/m_1662697262.jpg,Toyota,Fortuner,2009,Lắp ráp trong nước,SUV,120000,Ghi,Kem,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,475000000
75,https://s.bonbanh.com/uploads/users/572372/car/4612833/m_1664593393.184.jpg,Mazda,CX5,2018,Lắp ráp trong nước,SUV,56000,Trắng,Đen,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,799000000
76,https://s.bonbanh.com/uploads/users/164904/car/4607072/m_1664286906.104.jpg,Ford,EcoSport,2017,Lắp ráp trong nước,SUV,50000,Trắng,Ghi,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,459000000
77,https://s.bonbanh.com/uploads/users/593783/car/4580612/m_1662976518.454.jpg,Hyundai,SantaFe,2020,Lắp ráp trong nước,SUV,30000,Đỏ,Nâu,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,1230000000
78,https://s.bonbanh.com/uploads/users/141491/car/4573532/m_1662620554.654.jpg,Mercedes Benz,C class,2021,Lắp ráp trong nước,Sedan,19000,Xanh,Đen,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,1350000000
79,https://s.bonbanh.com/uploads/users/500367/car/4599551/m_1663907104.147.jpg,Peugeot,3008,2018,Lắp ráp trong nước,Crossover,50000,Trắng,Đen,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,820000000
80,https://s.bonbanh.com/uploads/users/295009/car/4555153/m_1661595630.147.jpeg,LandRover,Range Rover,2014,Nhập khẩu,SUV,39000,Xám,Đen,Xăng,5,Số tự động,AWD - 4 bánh toàn thời gian,3800000000
81,https://s.bonbanh.com/uploads/users/187077/car/4607694/m_1664335708.623.jpeg,Hyundai,Genesis,2010,Nhập khẩu,Coupe,68000,Vàng,Nâu,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,490000000
82,https://s.bonbanh.com/uploads/users/368396/car/4612861/m_1664594934.451.jpg,Ford,Everest,2017,Nhập khẩu,SUV,40000,Đỏ,Đen,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,895000000
83,https://s.bonbanh.com/uploads/users/295009/car/4557794/m_1661757833.947.jpeg,Mercedes Benz,Maybach,2016,Nhập khẩu,Sedan,35000,Trắng,Kem,Xăng,3,Số tự động,RFD - Dẫn động cầu sau,4700000000
84,https://s.bonbanh.com/uploads/users/154070/car/4529444/m_1660206599.661.jpeg,Hyundai,SantaFe,2021,Lắp ráp trong nước,SUV,20000,Trắng,Nâu,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,1370000000
85,https://s.bonbanh.com/uploads/users/539386/car/4523650/m_1659930038.758.jpg,Toyota,Zace,2004,Lắp ráp trong nước,SUV,199000,Xanh,Ghi,Xăng,1.8,Số tay,RFD - Dẫn động cầu sau,139000000
86,https://s.bonbanh.com/uploads/users/278459/car/4595305/m_1663723552.728.jpg,Hyundai,Accent,2021,Lắp ráp trong nước,Sedan,2000,Đen,Kem,Xăng,1.4,Số tay,FWD - Dẫn động cầu trước,467000000
87,https://s.bonbanh.com/uploads/users/638865/car/4508125/m_1659079956.993.jpeg,Audi,A8,2010,Nhập khẩu,Sedan,130000,Đen,Nâu,Xăng,4.2,Số tự động,AWD - 4 bánh toàn thời gian,980000000
88,https://s.bonbanh.com/uploads/users/638865/car/4508125/m_1659079956.993.jpeg,Audi,A8,2010,Nhập khẩu,Sedan,130000,Đen,Nâu,Xăng,4.2,Số tự động,AWD - 4 bánh toàn thời gian,980000000
89,https://s.bonbanh.com/uploads/users/73236/car/4616009/m_1664770545.419.jpeg,LandRover,Range Rover,2014,Nhập khẩu,SUV,60000,Đen,Kem,Xăng,5,Số tự động,AWD - 4 bánh toàn thời gian,5050000000
90,https://s.bonbanh.com/uploads/users/578439/car/4597336/m_1663811757.129.jpeg,Mercedes Benz,C class,2016,Lắp ráp trong nước,Sedan,55000,Xanh,Kem,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,959000000
91,https://s.bonbanh.com/uploads/users/539359/car/4609968/m_1664438537.383.jpeg,Kia,Cerato,2018,Lắp ráp trong nước,Sedan,60000,Đen,Ghi,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,510000000
92,https://s.bonbanh.com/uploads/users/393676/car/4583661/m_1663215814.jpeg,Mercedes Benz,E class,2017,Lắp ráp trong nước,Sedan,45000,Đen,Nâu,Xăng,2,Số tự động,RFD - Dẫn động cầu sau,1439000000
93,https://s.bonbanh.com/uploads/users/103641/car/4595982/m_1663740660.168.jpg,Toyota,Fortuner,2015,Lắp ráp trong nước,SUV,75000,Bạc,Kem,Xăng,2.7,Số tự động,RFD - Dẫn động cầu sau,645000000
94,https://s.bonbanh.com/uploads/users/660309/car/4509909/m_1659405427.jpg,Bentley,Mulsanne,2011,Nhập khẩu,Sedan,25000,Đen,Đen,Xăng,6.8,Số tự động,AWD - 4 bánh toàn thời gian,8129000000
95,https://s.bonbanh.com/uploads/users/374658/car/4521518/m_1659779488.676.jpg,Mazda,2,2019,Nhập khẩu,Sedan,48000,Trắng,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,489000000
96,https://s.bonbanh.com/uploads/users/531258/car/4569342/m_1662433761.666.jpeg,Lexus,ES,2020,Nhập khẩu,Sedan,20000,Đen,Nâu,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,2488000000
97,https://s.bonbanh.com/uploads/users/382145/car/4497776/m_1658547618.666.jpeg,Kia,K3,2014,Lắp ráp trong nước,Sedan,48000,Trắng,Kem,Xăng,1.6,Số tay,FWD - Dẫn động cầu trước,445000000
98,https://s.bonbanh.com/uploads/users/382145/car/4464107/m_1656749617.595.jpeg,Ford,Focus,2014,Lắp ráp trong nước,Hatchback,65000,Nâu,Đen,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,445000000
99,https://s.bonbanh.com/uploads/users/62462/car/4614932/m_1664703775.987.jpeg,Hyundai,SantaFe,2016,Lắp ráp trong nước,SUV,75000,Trắng,Kem,Xăng,2.4,Số tự động,4WD - Dẫn động 4 bánh,755000000
100,https://s.bonbanh.com/uploads/users/62462/car/4589538/m_1663409886.615.jpg,Nissan,Almera,2022,Nhập khẩu,Sedan,10000,Trắng,Kem,Xăng,1,Số tự động,FWD - Dẫn động cầu trước,570000000
101,https://s.bonbanh.com/uploads/users/374085/car/4382554/m_1652694107.jpeg,Lamborghini,Huracan,2017,Nhập khẩu,Coupe,4000,Đen,Nhiều màu,Xăng,5.2,Số tự động,AWD - 4 bánh toàn thời gian,16500000000
102,https://s.bonbanh.com/uploads/users/670794/car/4585440/m_1663219121.396.jpg,Toyota,Camry,2017,Lắp ráp trong nước,Sedan,66600,Nâu,Kem,Xăng,2,Số tự động,FWD - Dẫn động cầu trước,800000000
103,https://s.bonbanh.com/uploads/users/176650/car/4590450/m_1663474900.944.jpeg,Mazda,626,2003,Lắp ráp trong nước,Sedan,120000,Đen,Đen,Xăng,2,Số tay,FWD - Dẫn động cầu trước,145000000
104,https://s.bonbanh.com/uploads/users/665037/car/4562252/m_1661998504.482.jpeg,Toyota,Fortuner,2021,Lắp ráp trong nước,SUV,27000,Đen,Nâu,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,1159000000
105,https://s.bonbanh.com/uploads/users/262827/car/4598451/m_1663841607.228.jpeg,Mazda,3,2018,Lắp ráp trong nước,Sedan,56000,Xanh,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,575000000
106,https://s.bonbanh.com/uploads/users/325146/car/4568580/m_1662377114.386.jpeg,Hyundai,SantaFe,2021,Lắp ráp trong nước,SUV,21000,Vàng,Đen,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,1230000000
107,https://s.bonbanh.com/uploads/users/93844/car/4579655/m_1662953099.913.jpg,Mercedes Benz,GLC,2021,Lắp ráp trong nước,SUV,30000,Trắng,Kem,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,2499000000
108,https://s.bonbanh.com/uploads/users/671379/car/4594308/m_1663667764.jpg,Mercedes Benz,GLC,2019,Lắp ráp trong nước,SUV,42000,Đen,Kem,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,2190000000
109,https://s.bonbanh.com/uploads/users/653334/car/4587257/m_1663305608.379.jpg,Mitsubishi,Pajero Sport,2017,Lắp ráp trong nước,SUV,70000,Bạc,Kem,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,579000000
110,https://s.bonbanh.com/uploads/users/271374/car/4573493/m_1662619626.122.jpg,Mercedes Benz,GLC,2016,Lắp ráp trong nước,SUV,60000,Trắng,Đen,Xăng,2,Số tự động,AWD - 4 bánh toàn thời gian,1460000000
111,https://s.bonbanh.com/uploads/users/613184/car/4422810/m_1662019284.616.jpeg,Toyota,Camry,2020,Nhập khẩu,Sedan,25000,Đen,Kem,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,1169000000
112,https://s.bonbanh.com/uploads/users/374658/car/4490901/m_1658202485.258.jpg,Ford,EcoSport,2019,Lắp ráp trong nước,SUV,28000,Đỏ,Đen,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,575000000
113,https://s.bonbanh.com/uploads/users/32896/car/4615863/m_1664767593.821.jpg,Toyota,Camry,2020,Nhập khẩu,Sedan,22250,Đen,Kem,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,1219000000
114,https://s.bonbanh.com/uploads/users/32896/car/4615805/m_1664766570.184.jpg,Toyota,Prado,2021,Nhập khẩu,SUV,22895,Đen,Nâu,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,2838000000
115,https://s.bonbanh.com/uploads/users/85521/car/4520648/m_1659751018.140.jpeg,Mercedes Benz,S class,2019,Lắp ráp trong nước,Sedan,25000,Đen,Đen,Xăng,3,Số tự động,RFD - Dẫn động cầu sau,3980000000
116,https://s.bonbanh.com/uploads/users/261941/car/4613555/m_1664618276.123.jpeg,Toyota,Prado,2015,Nhập khẩu,SUV,100000,Đen,Đen,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,1539000000
117,https://s.bonbanh.com/uploads/users/11010/car/4615696/m_1663513815.962.jpeg,BMW,X6,2013,Nhập khẩu,SUV,100000,Trắng,Đỏ,Xăng,3,Số tự động,AWD - 4 bánh toàn thời gian,1650000000
